1,150,9.591663046625438,10000000
2,1043,165.15447314559785,10000000
3,1258,93.36487562247379,10000000
4,1342,52.94336596779619,10000000
5,1253,72.82170006255004,10000000
6,1361,34.785054261852174,10000000
7,1418,19.157244060668017,10000000
8,1406,9.0,10000000
9,1380,22.693611435820433,10000000
10,1357,19.672315572906,10000000
11,1293,19.28730152198591,10000000
12,1290,18.65475810617763,10000000
13,1269,21.840329667841555,10000000
14,1415,41.02438299353203,10000000
15,1228,18.411952639521967,10000000
16,1204,14.52583904633395,10000000
17,1157,19.570385790780925,10000000
18,1117,23.748684174075834,10000000
19,1088,21.563858652847824,10000000
20,1023,32.14031735997639,10000000
21,1007,34.698703145794944,10000000
22,987,29.30870177950569,10000000
23,958,35.12833614050059,10000000
24,882,51.75905717843013,10000000
25,923,41.41255848169731,10000000
26,890,43.45112196480086,10000000
27,893,121.39604606411199,10000000
28,866,47.58150901348127,10000000
29,845,49.0,10000000
30,852,117.46063170271135,10000000
31,795,56.0357029044876,10000000
32,831,122.31107881136525,10000000
33,832,145.24806367039804,10000000
34,819,26.851443164195103,10000000
35,834,33.95585369269929,10000000
36,856,111.51233115669316,10000000
37,860,109.98636279102969,10000000
38,926,101.67595585978034,10000000
39,922,95.61903576171431,10000000
40,912,41.31585652022719,10000000
41,851,39.433488306260706,10000000
42,857,43.79497688091638,10000000
43,862,43.80639222761902,10000000
44,884,95.85927185202274,10000000
45,919,83.0,10000000
46,846,44.474711915874174,10000000
47,845,33.49626844888845,10000000
48,841,38.07886552931954,10000000
49,840,41.6293165929973,10000000
50,873,89.9166280506559,10000000
51,904,93.85627309881849,10000000
52,889,73.57309290766564,10000000
53,909,104.69957019969088,10000000
54,895,27.874719729532707,10000000
55,915,55.94640292279746,10000000
56,963,12.922847983320086,10000000
57,991,26.851443164195103,10000000
58,1002,19.364916731037084,10000000
59,981,69.39020103732227,10000000
60,961,50.91168824543142,10000000
61,976,16.97056274847714,10000000
62,1026,45.94562003064057,10000000
63,1050,17.26267650163207,10000000
64,1079,10.535653752852738,10000000
