1,69,11.269427669584644,10000000,10000000,20
2,96,7.0,10000000,10000000,20
3,96,13.892443989449804,10000000,10000000,20
4,93,14.560219778561036,10000000,10000000,20
5,93,17.11724276862369,10000000,10000000,20
6,95,22.271057451320086,10000000,10000000,20
7,94,24.0,10000000,10000000,20
8,91,24.310491562286437,10000000,10000000,20
9,96,24.20743687382041,10000000,10000000,20
10,101,25.92296279363144,10000000,10000000,20
11,95,23.68543856465402,10000000,10000000,20
12,98,22.38302928559939,10000000,10000000,20
13,96,26.362852652928137,10000000,10000000,20
14,96,22.06807649071391,10000000,10000000,20
15,94,28.124722220850465,10000000,10000000,20
16,97,27.730849247724095,10000000,10000000,20
17,105,32.357379374726875,10000000,10000000,20
18,108,21.93171219946131,10000000,10000000,20
19,113,28.583211855912904,10000000,10000000,20
20,118,24.839484696748443,10000000,10000000,20
21,118,25.768197453450252,10000000,10000000,20
22,121,21.908902300206645,10000000,10000000,20
23,122,26.076809620810597,10000000,10000000,20
24,126,27.440845468024488,10000000,10000000,20
25,122,27.258026340878022,10000000,10000000,20
26,118,20.273134932713294,10000000,10000000,20
27,115,20.615528128088304,10000000,10000000,20
28,113,26.627053911388696,10000000,10000000,20
29,110,26.1725046566048,10000000,10000000,20
30,110,34.307433596816885,10000000,10000000,20
31,105,31.192947920964443,10000000,10000000,20
32,107,35.298725189445584,10000000,10000000,20
33,104,36.45545226711637,10000000,10000000,20
34,106,44.37341546466758,10000000,10000000,20
35,104,34.20526275297414,10000000,10000000,20
36,106,38.62641583165593,10000000,10000000,20
37,106,42.485291572496,10000000,10000000,20
38,107,46.20606020859169,10000000,10000000,20
39,106,43.657759905886145,10000000,10000000,20
40,105,39.08964057138413,10000000,10000000,20
41,106,42.07136793592526,10000000,10000000,20
42,106,42.261093218230876,10000000,10000000,20
43,107,40.620192023179804,10000000,10000000,20
44,107,44.77722635447622,10000000,10000000,20
45,110,43.726422218150894,10000000,10000000,20
46,108,43.62338822237447,10000000,10000000,20
47,110,54.543560573178574,10000000,10000000,20
48,109,44.68780594300866,10000000,10000000,20
49,109,48.815980989835694,10000000,10000000,20
50,107,50.22947341949744,10000000,10000000,20
51,107,52.773099207835045,10000000,10000000,20
52,108,55.65968020030299,10000000,10000000,20
53,108,53.31041174104736,10000000,10000000,20
54,105,44.12482294582042,10000000,10000000,20
55,105,44.93328387732194,10000000,10000000,20
56,105,44.36214602563767,10000000,10000000,20
57,109,63.33245613427605,10000000,10000000,20
58,106,53.40411969127476,10000000,10000000,20
59,104,48.11444689487763,10000000,10000000,20
60,105,49.60846701924985,10000000,10000000,20
61,106,50.0,10000000,10000000,20
62,105,47.70744176750625,10000000,10000000,20
63,106,56.25833271614081,10000000,10000000,20
64,106,58.12056434688156,10000000,10000000,20
