1,146,10000000
2,1346,10000000
3,1224,10000000
4,1343,10000000
5,1290,10000000
6,1280,10000000
7,1324,10000000
8,1327,10000000
9,1302,10000000
10,1322,10000000
11,1290,10000000
12,1271,10000000
13,1346,10000000
14,1203,10000000
15,1175,10000000
16,1174,10000000
17,1130,10000000
18,1100,10000000
19,1086,10000000
20,1036,10000000
21,1010,10000000
22,993,10000000
23,1001,10000000
24,938,10000000
25,950,10000000
26,915,10000000
27,905,10000000
28,885,10000000
29,862,10000000
30,855,10000000
31,816,10000000
32,845,10000000
33,798,10000000
34,842,10000000
35,868,10000000
36,853,10000000
37,838,10000000
38,887,10000000
39,871,10000000
40,849,10000000
41,864,10000000
42,868,10000000
43,889,10000000
44,845,10000000
45,831,10000000
46,879,10000000
47,851,10000000
48,881,10000000
49,880,10000000
50,898,10000000
51,857,10000000
52,891,10000000
53,897,10000000
54,884,10000000
55,884,10000000
56,929,10000000
57,956,10000000
58,975,10000000
59,967,10000000
60,983,10000000
61,1016,10000000
62,1020,10000000
63,1053,10000000
64,1069,10000000
