1,151,10000000
2,1308,10000000
3,1245,10000000
4,1327,10000000
5,1280,10000000
6,1290,10000000
7,1316,10000000
8,1334,10000000
9,1306,10000000
10,1306,10000000
11,1268,10000000
12,1255,10000000
13,1260,10000000
14,1214,10000000
15,1201,10000000
16,1164,10000000
17,1133,10000000
18,1098,10000000
19,1065,10000000
20,1046,10000000
21,1013,10000000
22,998,10000000
23,1027,10000000
24,995,10000000
25,950,10000000
26,920,10000000
27,928,10000000
28,914,10000000
29,894,10000000
30,877,10000000
31,836,10000000
32,832,10000000
33,853,10000000
34,864,10000000
35,873,10000000
36,872,10000000
37,881,10000000
38,855,10000000
39,882,10000000
40,864,10000000
41,865,10000000
42,871,10000000
43,852,10000000
44,879,10000000
45,865,10000000
46,859,10000000
47,891,10000000
48,891,10000000
49,898,10000000
50,843,10000000
51,907,10000000
52,895,10000000
53,897,10000000
54,909,10000000
55,878,10000000
56,892,10000000
57,870,10000000
58,947,10000000
59,962,10000000
60,975,10000000
61,1006,10000000
62,1036,10000000
63,1038,10000000
64,1032,10000000
